Detailed Statistics Departures  
Origin Airport: Atlanta, GA: Hartsfield-Jackson Atlanta International (ATL)
Airline: JetBlue Airways (B6)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"B6","05/01/2022","1320","N317JB","JFK","18:50","19:38","143","137","48","19:52","14","18","0","0","0","24"
"B6","05/02/2022","0220","N804JB","JFK","21:20","22:25","144","123","65","22:36","11","0","0","0","0","44"
"B6","05/02/2022","0467","N374JB","FLL","06:00","05:58","111","101","-2","06:09","11","0","0","0","0","0"
"B6","05/02/2022","0520","N597JB","JFK","08:45","08:47","135","132","2","09:03","16","0","0","0","0","0"
"B6","05/02/2022","0696","N3023J","BOS","18:07","18:01","164","155","-6","18:22","21","0","0","0","0","0"
"B6","05/02/2022","1320","N307JB","JFK","18:50","18:53","143","142","3","19:08","15","0","0","0","0","0"
"B6","05/03/2022","0220","N571JB","JFK","21:20","21:34","144","132","14","21:55","21","0","0","0","0","0"
"B6","05/03/2022","0520","N635JB","JFK","09:00","08:54","135","123","-6","09:07","13","0","0","0","0","0"
"B6","05/03/2022","0696","N3023J","BOS","18:31","18:39","164","146","8","18:56","17","0","0","0","0","0"
"B6","05/03/2022","1320","N279JB","JFK","18:50","18:56","143","133","6","19:10","14","0","0","0","0","0"
"B6","05/04/2022","0396","N3062J","BOS","11:07","11:07","158","147","0","11:24","17","0","0","0","0","0"
"B6","05/04/2022","0520","N653JB","JFK","10:44","11:42","135","121","58","11:53","11","27","0","0","0","17"
"B6","05/04/2022","0696","N324JB","BOS","17:11","17:57","165","179","46","18:31","34","0","0","60","0","0"
"B6","05/04/2022","0920","N708JB","JFK","14:20","14:46","139","129","26","15:01","15","2","0","0","0","14"
"B6","05/04/2022","1320","N793JB","JFK","19:57","19:47","142","172","-10","20:03","16","0","0","20","0","0"
"B6","05/05/2022","0396","N3023J","BOS","11:07","11:09","158","140","2","11:21","12","0","0","0","0","0"
"B6","05/05/2022","0467","N586JB","FLL","06:00","06:19","111","100","19","06:38","19","0","0","0","0","0"
"B6","05/05/2022","0520","N507JT","JFK","10:44","10:37","135","131","-7","10:58","21","0","0","0","0","0"
"B6","05/05/2022","0696","N279JB","BOS","17:11","18:00","165","0","49","00:00","0","0","0","0","0","0"
"B6","05/05/2022","0720","N606JB","JFK","07:00","06:57","137","130","-3","07:09","12","0","0","0","0","0"
"B6","05/05/2022","0920","N706JB","JFK","14:20","14:16","139","123","-4","14:27","11","0","0","0","0","0"
"B6","05/05/2022","1320","N375JB","JFK","19:53","20:02","143","124","9","20:15","13","0","0","0","0","0"
"B6","05/06/2022","0396","N3062J","BOS","11:07","11:03","158","142","-4","11:22","19","0","0","0","0","0"
"B6","05/06/2022","0467","N547JB","FLL","06:00","06:10","111","104","10","06:24","14","0","0","0","0","0"
"B6","05/06/2022","0520","N564JB","JFK","10:44","10:46","135","124","2","11:01","15","0","0","0","0","0"
"B6","05/06/2022","0696","N506JB","BOS","17:11","17:41","165","196","30","18:31","50","30","0","31","0","0"
"B6","05/06/2022","0720","N712JB","JFK","07:00","07:15","137","137","15","07:33","18","0","0","0","15","0"
"B6","05/06/2022","0920","N712JB","JFK","14:20","14:38","139","118","18","14:56","18","0","0","0","0","0"
"B6","05/06/2022","1320","N238JB","JFK","19:53","19:52","143","165","-1","20:06","14","0","0","21","0","0"
"B6","05/07/2022","0467","N715JB","FLL","06:00","06:19","111","114","19","06:32","13","19","0","3","0","0"
"B6","05/07/2022","0520","N827JB","JFK","10:44","10:40","135","126","-4","10:53","13","0","0","0","0","0"
"B6","05/07/2022","0720","N586JB","JFK","07:00","07:02","137","123","2","07:14","12","0","0","0","0","0"
"B6","05/07/2022","0920","N705JB","JFK","14:20","14:33","139","128","13","14:48","15","0","0","0","0","0"
"B6","05/07/2022","1320","N318JB","JFK","19:53","21:59","143","131","126","22:14","15","24","0","0","0","90"
"B6","05/08/2022","0396","N988JT","BOS","11:07","11:05","158","154","-2","11:19","14","0","0","0","0","0"
"B6","05/08/2022","0467","N789JB","FLL","06:00","06:02","111","97","2","06:14","12","0","0","0","0","0"
"B6","05/08/2022","0520","N531JL","JFK","10:44","10:48","135","130","4","11:05","17","0","0","0","0","0"
"B6","05/08/2022","0696","N355JB","BOS","17:11","17:07","165","146","-4","17:20","13","0","0","0","0","0"
"B6","05/08/2022","0720","N588JB","JFK","07:00","07:09","137","132","9","07:24","15","0","0","0","0","0"
"B6","05/08/2022","0920","N571JB","JFK","14:20","15:49","139","133","89","16:03","14","22","0","0","0","61"
"B6","05/08/2022","1320","N358JB","JFK","19:53","19:45","143","142","-8","20:02","17","0","0","0","0","0"
"B6","05/09/2022","0396","N3065J","BOS","11:07","11:04","158","158","-3","11:21","17","0","0","0","0","0"
"B6","05/09/2022","0467","N565JB","FLL","06:00","06:01","111","108","1","06:18","17","0","0","0","0","0"
"B6","05/09/2022","0520","N763JB","JFK","10:44","10:43","135","133","-1","10:57","14","0","0","0","0","0"
"B6","05/09/2022","0696","N193JB","BOS","17:11","17:06","165","160","-5","17:18","12","0","0","0","0","0"
"B6","05/09/2022","0720","N775JB","JFK","07:00","07:12","137","141","12","07:32","20","12","0","4","0","0"
"B6","05/09/2022","0920","N646JB","JFK","14:20","14:24","139","139","4","14:42","18","0","0","0","0","0"
"B6","05/09/2022","1320","N374JB","JFK","19:53","19:52","143","147","-1","20:12","20","0","0","0","0","0"
"B6","05/10/2022","0396","N3044J","BOS","11:07","11:05","158","164","-2","11:21","16","0","0","0","0","0"
"B6","05/10/2022","0520","N789JB","JFK","10:44","10:50","135","140","6","11:03","13","0","0","0","0","0"
"B6","05/10/2022","0696","N328JB","BOS","17:11","17:06","165","166","-5","17:21","15","0","0","0","0","0"
"B6","05/10/2022","0720","N570JB","JFK","07:00","08:41","137","138","101","08:54","13","101","0","1","0","0"
"B6","05/10/2022","0920","N630JB","JFK","14:20","14:22","139","157","2","14:35","13","2","0","18","0","0"
"B6","05/10/2022","1320","N608JB","JFK","19:53","19:43","143","153","-10","20:10","27","0","0","0","0","0"
"B6","05/11/2022","0396","N3023J","BOS","11:07","10:57","158","165","-10","11:15","18","0","0","0","0","0"
"B6","05/11/2022","0520","N635JB","JFK","10:44","10:39","135","143","-5","10:55","16","0","0","0","0","0"
"B6","05/11/2022","0696","N339JB","BOS","17:11","17:03","165","176","-8","17:16","13","0","0","0","0","0"
"B6","05/11/2022","0720","N589JB","JFK","07:00","06:58","137","160","-2","07:29","31","0","0","21","0","0"
"B6","05/11/2022","0920","N779JB","JFK","14:20","14:23","139","144","3","14:39","16","0","0","0","0","0"
"B6","05/11/2022","1320","N584JB","JFK","19:57","19:46","142","137","-11","19:59","13","0","0","0","0","0"
"B6","05/12/2022","0396","N3065J","BOS","11:07","11:12","158","165","5","11:31","19","0","0","0","0","0"
"B6","05/12/2022","0467","N603JB","FLL","06:00","05:59","111","130","-1","06:20","21","0","0","18","0","0"
"B6","05/12/2022","0520","N705JB","JFK","10:44","12:07","135","135","83","12:20","13","83","0","0","0","0"
"B6","05/12/2022","0696","N374JB","BOS","17:11","18:37","165","180","86","18:53","16","0","0","101","0","0"
"B6","05/12/2022","0720","N703JB","JFK","07:00","07:06","137","148","6","07:24","18","6","0","11","0","0"
"B6","05/12/2022","0920","N599JB","JFK","14:20","14:31","139","149","11","14:49","18","11","0","10","0","0"
"B6","05/12/2022","1320","N179JB","JFK","19:53","22:32","143","138","159","22:54","22","28","0","0","0","126"
"B6","05/13/2022","0396","N3077J","BOS","11:07","11:00","158","155","-7","11:18","18","0","0","0","0","0"
"B6","05/13/2022","0467","N624JB","FLL","06:00","06:02","111","100","2","06:14","12","0","0","0","0","0"
"B6","05/13/2022","0520","N729JB","JFK","10:44","10:50","135","126","6","11:06","16","0","0","0","0","0"
"B6","05/13/2022","0696","N231JB","BOS","17:11","17:07","165","178","-4","17:23","16","0","0","0","0","0"
"B6","05/13/2022","0720","N547JB","JFK","07:00","07:17","137","140","17","07:36","19","17","0","3","0","0"
"B6","05/13/2022","0920","N559JB","JFK","14:20","14:57","139","173","37","15:09","12","0","0","70","0","1"
"B6","05/13/2022","1320","N203JB","JFK","19:53","20:40","143","129","47","20:54","14","14","0","0","0","19"
"B6","05/14/2022","0396","N504JB","BOS","11:07","11:07","158","146","0","11:19","12","0","0","0","0","0"
"B6","05/14/2022","0467","N653JB","FLL","06:00","05:59","111","96","-1","06:12","13","0","0","0","0","0"
"B6","05/14/2022","0520","N580JB","JFK","10:44","10:45","135","131","1","10:59","14","0","0","0","0","0"
"B6","05/14/2022","0720","N709JB","JFK","07:00","07:05","137","133","5","07:18","13","0","0","0","0","0"
"B6","05/14/2022","0920","N583JB","JFK","14:20","14:39","139","135","19","14:56","17","15","0","0","0","0"
"B6","05/14/2022","1320","N307JB","JFK","19:56","21:19","142","142","83","21:35","16","17","0","0","0","66"
"B6","05/15/2022","0396","N3104J","BOS","11:07","11:14","158","146","7","11:32","18","0","0","0","0","0"
"B6","05/15/2022","0467","N834JB","FLL","06:00","05:59","111","111","-1","06:16","17","0","0","0","0","0"
"B6","05/15/2022","0520","N656JB","JFK","10:44","10:59","135","133","15","11:16","17","0","0","0","0","0"
"B6","05/15/2022","0696","N203JB","BOS","17:11","17:48","165","148","37","17:56","8","10","0","0","0","10"
"B6","05/15/2022","0720","N653JB","JFK","07:00","06:58","137","150","-2","07:13","15","0","0","0","0","0"
"B6","05/15/2022","0920","N565JB","JFK","14:20","14:17","139","130","-3","14:32","15","0","0","0","0","0"
"B6","05/15/2022","1320","N353JB","JFK","19:53","21:24","143","136","91","21:36","12","16","0","0","0","68"
"B6","05/16/2022","0396","N3058J","BOS","11:07","10:59","158","136","-8","11:10","11","0","0","0","0","0"
"B6","05/16/2022","0467","N705JB","FLL","06:00","06:06","111","107","6","06:19","13","0","0","0","0","0"
"B6","05/16/2022","0520","N608JB","JFK","10:44","10:38","135","130","-6","10:52","14","0","0","0","0","0"
"B6","05/16/2022","0696","N368JB","BOS","17:11","17:04","165","141","-7","17:15","11","0","0","0","0","0"
"B6","05/16/2022","0720","N599JB","JFK","07:00","07:07","137","133","7","07:23","16","0","0","0","0","0"
"B6","05/16/2022","0920","N591JB","JFK","14:20","14:29","139","169","9","14:47","18","9","0","30","0","0"
"B6","05/16/2022","1320","N216JB","JFK","19:53","00:00","143","0","0","00:00","0","0","0","0","0","0"
"B6","05/17/2022","0396","N3008J","BOS","11:07","11:15","158","139","8","11:28","13","0","0","0","0","0"
"B6","05/17/2022","0520","N779JB","JFK","10:44","11:04","135","119","20","11:20","16","0","0","0","0","0"
"B6","05/17/2022","0696","N228JB","BOS","17:11","17:10","165","144","-1","17:24","14","0","0","0","0","0"
"B6","05/17/2022","0720","N705JB","JFK","07:00","07:07","137","128","7","07:26","19","0","0","0","0","0"
"B6","05/17/2022","0920","N643JB","JFK","14:20","14:22","139","129","2","14:35","13","0","0","0","0","0"
"B6","05/17/2022","1320","N355JB","JFK","19:53","20:01","143","130","8","20:17","16","0","0","0","0","0"
"B6","05/18/2022","0396","N3085J","BOS","11:07","11:04","158","157","-3","11:15","11","0","0","0","0","0"
"B6","05/18/2022","0520","N526JL","JFK","10:44","10:48","135","134","4","11:02","14","0","0","0","0","0"
"B6","05/18/2022","0696","N178JB","BOS","17:11","17:02","165","140","-9","17:13","11","0","0","0","0","0"
"B6","05/18/2022","0720","N640JB","JFK","07:00","07:07","137","129","7","07:19","12","0","0","0","0","0"
"B6","05/18/2022","0920","N594JB","JFK","14:20","14:26","139","123","6","14:39","13","0","0","0","0","0"
"B6","05/18/2022","1320","N618JB","JFK","19:57","19:59","142","147","2","20:23","24","0","0","0","0","0"
"B6","05/19/2022","0396","N3008J","BOS","11:07","11:11","158","156","4","11:30","19","0","0","0","0","0"
"B6","05/19/2022","0467","N570JB","FLL","06:00","05:58","111","103","-2","06:14","16","0","0","0","0","0"
"B6","05/19/2022","0520","N564JB","JFK","10:44","11:00","135","144","16","11:24","24","16","0","9","0","0"
"B6","05/19/2022","0696","N198JB","BOS","17:11","17:22","165","157","11","17:33","11","0","0","0","0","0"
"B6","05/19/2022","0720","N633JB","JFK","07:00","06:56","137","124","-4","07:08","12","0","0","0","0","0"
"B6","05/19/2022","0920","N952JB","JFK","14:20","14:23","139","137","3","14:40","17","0","0","0","0","0"
"B6","05/19/2022","1320","N190JB","JFK","19:53","20:28","143","141","35","20:43","15","14","0","0","0","19"
"B6","05/20/2022","0396","N3044J","BOS","11:07","10:58","158","160","-9","11:18","20","0","0","0","0","0"
"B6","05/20/2022","0467","N612JB","FLL","06:00","06:22","111","103","22","06:33","11","0","0","0","0","0"
"B6","05/20/2022","0520","N527JL","JFK","10:44","10:45","135","135","1","11:01","16","0","0","0","0","0"
"B6","05/20/2022","0696","N206JB","BOS","17:11","17:13","165","160","2","17:28","15","0","0","0","0","0"
"B6","05/20/2022","0720","N547JB","JFK","07:00","07:00","137","148","0","07:22","22","0","0","0","0","0"
"B6","05/20/2022","0920","N603JB","JFK","14:20","14:34","139","164","14","14:50","16","14","0","25","0","0"
"B6","05/20/2022","1320","N178JB","JFK","20:06","21:39","142","0","93","21:54","15","0","0","0","0","0"
"B6","05/21/2022","0396","N3044J","BOS","11:07","11:00","158","145","-7","11:17","17","0","0","0","0","0"
"B6","05/21/2022","0467","N661JB","FLL","06:00","06:05","111","108","5","06:17","12","0","0","0","0","0"
"B6","05/21/2022","0520","N954JB","JFK","10:44","12:45","135","137","121","13:03","18","22","0","2","0","99"
"B6","05/21/2022","0720","N627JB","JFK","07:00","07:29","137","139","29","07:50","21","29","0","2","0","0"
"B6","05/21/2022","0920","N952JB","JFK","14:20","15:46","139","140","86","15:59","13","36","0","1","0","50"
"B6","05/21/2022","1320","N368JB","JFK","20:06","22:35","142","122","149","22:47","12","10","0","0","0","119"
"B6","05/22/2022","0396","N3085J","BOS","11:07","12:37","158","170","90","13:12","35","37","0","12","0","53"
"B6","05/22/2022","0467","N729JB","FLL","06:00","06:02","111","98","2","06:14","12","0","0","0","0","0"
"B6","05/22/2022","0520","N903JB","JFK","10:44","11:28","135","137","44","11:42","14","39","0","2","0","5"
"B6","05/22/2022","0696","N296JB","BOS","17:11","17:58","165","192","47","18:22","24","0","0","66","0","8"
"B6","05/22/2022","0720","N537JT","JFK","07:00","07:16","137","126","16","07:29","13","0","0","0","0","0"
"B6","05/22/2022","0920","N703JB","JFK","14:20","15:47","139","140","87","16:07","20","0","0","88","0","0"
"B6","05/22/2022","1320","N316JB","JFK","20:06","21:25","142","145","79","21:36","11","26","0","3","0","53"
"B6","05/23/2022","0396","N3077J","BOS","11:07","11:11","158","137","4","11:24","13","0","0","0","0","0"
"B6","05/23/2022","0467","N715JB","FLL","06:00","06:20","111","114","20","06:37","17","20","0","3","0","0"
"B6","05/23/2022","0520","N2043J","JFK","10:44","11:05","135","131","21","11:17","12","17","0","0","0","0"
"B6","05/23/2022","0696","N247JB","BOS","17:11","21:26","165","149","255","21:47","21","15","0","0","0","224"
"B6","05/23/2022","0720","N809JB","JFK","07:00","07:51","137","136","51","08:18","27","50","0","0","0","0"
"B6","05/23/2022","0920","N608JB","JFK","14:20","14:38","139","139","18","14:56","18","18","0","0","0","0"
"B6","05/23/2022","1320","N368JB","JFK","20:06","19:57","142","141","-9","20:09","12","0","0","0","0","0"
"B6","05/24/2022","0396","N3065J","BOS","11:07","11:58","158","131","51","12:08","10","4","0","0","0","20"
"B6","05/24/2022","0520","N531JL","JFK","10:44","10:40","135","130","-4","11:02","22","0","0","0","0","0"
"B6","05/24/2022","0696","N284JB","BOS","17:11","16:56","165","132","-15","17:08","12","0","0","0","0","0"
"B6","05/24/2022","0720","N705JB","JFK","07:00","07:02","137","129","2","07:18","16","0","0","0","0","0"
"B6","05/24/2022","0920","N529JB","JFK","14:20","15:37","139","119","77","15:50","13","6","0","0","0","51"
"B6","05/24/2022","1320","N353JB","JFK","20:06","21:21","142","127","75","21:38","17","60","0","0","0","0"
"B6","05/25/2022","0396","N3085J","BOS","11:07","11:18","158","149","11","11:34","16","0","0","0","0","0"
"B6","05/25/2022","0520","N554JB","JFK","10:44","11:05","135","128","21","11:19","14","0","0","0","0","0"
"B6","05/25/2022","0696","N187JB","BOS","17:11","17:06","165","154","-5","17:23","17","0","0","0","0","0"
"B6","05/25/2022","0720","N552JB","JFK","07:00","06:56","137","131","-4","07:11","15","0","0","0","0","0"
"B6","05/25/2022","0920","N593JB","JFK","14:20","14:45","139","123","25","14:57","12","0","0","0","0","0"
"B6","05/25/2022","1320","N258JB","JFK","20:06","20:10","142","122","4","20:24","14","0","0","0","0","0"
"B6","05/26/2022","0396","N3023J","BOS","11:07","11:11","158","147","4","11:30","19","0","0","0","0","0"
"B6","05/26/2022","0467","N559JB","FLL","06:00","06:04","111","106","4","06:18","14","0","0","0","0","0"
"B6","05/26/2022","0520","N712JB","JFK","10:44","11:00","135","133","16","11:17","17","0","0","0","0","0"
"B6","05/26/2022","0696","N351JB","BOS","17:11","17:07","165","145","-4","17:18","11","0","0","0","0","0"
"B6","05/26/2022","0720","N535JB","JFK","07:00","06:58","137","149","-2","07:14","16","0","0","0","0","0"
"B6","05/26/2022","0920","N661JB","JFK","14:20","14:33","139","139","13","14:47","14","0","0","0","0","0"
"B6","05/26/2022","1320","N187JB","JFK","20:06","20:04","142","144","-2","20:20","16","0","0","0","0","0"
"B6","05/27/2022","0396","N3044J","BOS","11:07","11:01","158","168","-6","11:20","19","0","0","0","0","0"
"B6","05/27/2022","0467","N587JB","FLL","06:00","06:03","111","106","3","06:19","16","0","0","0","0","0"
"B6","05/27/2022","0520","N804JB","JFK","10:44","10:49","135","131","5","11:03","14","0","0","0","0","0"
"B6","05/27/2022","0696","N328JB","BOS","17:11","17:23","165","142","12","17:36","13","0","0","0","0","0"
"B6","05/27/2022","0720","N589JB","JFK","07:00","07:03","137","145","3","07:18","15","0","0","0","0","0"
"B6","05/27/2022","0920","N552JB","JFK","14:20","14:30","139","143","10","14:56","26","0","0","0","0","0"
"B6","05/27/2022","1320","N323JB","JFK","20:06","00:00","142","0","0","00:00","0","0","0","0","0","0"
"B6","05/28/2022","0396","N3102J","BOS","11:07","11:07","158","147","0","11:23","16","0","0","0","0","0"
"B6","05/28/2022","0467","N646JB","FLL","06:00","06:34","111","99","34","06:46","12","22","0","0","0","0"
"B6","05/28/2022","0520","N661JB","JFK","10:44","10:44","135","126","0","10:59","15","0","0","0","0","0"
"B6","05/28/2022","0720","N508JL","JFK","07:00","07:15","137","135","15","07:27","12","0","0","0","0","0"
"B6","05/28/2022","0920","N649JB","JFK","14:20","17:27","139","145","187","17:46","19","146","0","47","0","0"
"B6","05/28/2022","1320","N729JB","JFK","20:06","23:57","142","124","231","00:08","11","12","0","0","0","201"
"B6","05/29/2022","0396","N3102J","BOS","11:07","11:53","158","145","46","12:08","15","33","0","0","0","0"
"B6","05/29/2022","0467","N805JB","FLL","06:00","06:31","111","101","31","06:43","12","21","0","0","0","0"
"B6","05/29/2022","0520","N585JB","JFK","10:44","10:42","135","137","-2","10:58","16","0","0","0","0","0"
"B6","05/29/2022","0696","N206JB","BOS","17:11","17:05","165","146","-6","17:24","19","0","0","0","0","0"
"B6","05/29/2022","0720","N529JB","JFK","07:00","09:02","137","129","122","09:18","16","114","0","0","0","0"
"B6","05/29/2022","0920","N597JB","JFK","14:20","14:56","139","141","36","15:14","18","26","0","2","0","10"
"B6","05/29/2022","1320","N307JB","JFK","20:06","20:16","142","152","10","20:36","20","10","0","10","0","0"
"B6","05/30/2022","0396","N3044J","BOS","11:07","13:02","158","151","115","13:15","13","10","0","0","0","98"
"B6","05/30/2022","0467","N729JB","FLL","06:00","00:00","111","0","0","00:00","0","0","0","0","0","0"
"B6","05/30/2022","0520","N612JB","JFK","10:44","10:42","135","129","-2","10:57","15","0","0","0","0","0"
"B6","05/30/2022","0696","N284JB","BOS","17:11","17:23","165","152","12","17:37","14","0","0","0","0","0"
"B6","05/30/2022","0720","N640JB","JFK","07:00","08:06","137","134","66","08:21","15","63","0","0","0","0"
"B6","05/30/2022","0920","N2059J","JFK","14:20","15:22","139","140","62","15:44","22","0","0","1","0","62"
"B6","05/30/2022","1320","N238JB","JFK","20:06","20:14","142","145","8","20:31","17","0","0","0","0","0"
"B6","05/31/2022","0396","N3065J","BOS","11:07","11:14","158","145","7","11:26","12","0","0","0","0","0"
"B6","05/31/2022","0520","N828JB","JFK","10:44","10:38","135","128","-6","10:50","12","0","0","0","0","0"
"B6","05/31/2022","0696","N354JB","BOS","17:11","17:08","165","174","-3","17:20","12","0","0","0","0","0"
"B6","05/31/2022","0720","N834JB","JFK","07:00","07:33","137","133","33","07:45","12","29","0","0","0","0"
"B6","05/31/2022","0920","N592JB","JFK","14:20","14:17","139","138","-3","14:36","19","0","0","0","0","0"
"B6","05/31/2022","1320","N228JB","JFK","20:06","20:02","142","146","-4","20:22","20","0","0","0","0","0"
"B6","06/01/2022","0396","N3065J","BOS","11:07","10:59","158","157","-8","11:23","24","0","0","0","0","0"
"B6","06/01/2022","0520","N956JT","JFK","10:44","12:18","135","143","94","12:32","14","33","0","8","0","61"
"B6","06/01/2022","0720","N534JB","JFK","07:00","07:22","137","140","22","07:39","17","22","0","3","0","0"
"B6","06/01/2022","0920","N547JB","JFK","14:20","14:28","139","148","8","14:52","24","8","0","9","0","0"
"B6","06/01/2022","1320","N517JB","JFK","20:06","12:38","142","140","992","12:51","13","946","0","0","0","44"
"B6","06/02/2022","0396","N3044J","BOS","11:07","11:56","158","145","49","12:14","18","0","0","36","0","0"
"B6","06/02/2022","0467","N638JB","FLL","06:00","06:37","111","98","37","06:47","10","16","0","0","8","0"
"B6","06/02/2022","0520","N618JB","JFK","10:44","11:18","135","131","34","11:37","19","30","0","0","0","0"
"B6","06/02/2022","0720","N708JB","JFK","07:00","07:27","137","129","27","07:42","15","12","0","0","7","0"
"B6","06/02/2022","0920","N2027J","JFK","14:20","17:51","139","211","211","18:51","60","0","0","256","0","27"
"B6","06/02/2022","1320","N197JB","JFK","20:06","00:00","142","0","0","00:00","0","0","0","0","0","0"
"B6","06/03/2022","0396","N3065J","BOS","11:07","11:19","158","144","12","11:34","15","0","0","0","0","0"
"B6","06/03/2022","0467","N618JB","FLL","06:00","06:23","111","99","23","06:34","11","0","0","0","0","0"
"B6","06/03/2022","0520","N766JB","JFK","10:44","10:57","135","124","13","11:16","19","0","0","0","0","0"
"B6","06/03/2022","0720","N644JB","JFK","07:00","08:06","137","130","66","08:26","20","59","0","0","0","0"
"B6","06/03/2022","0920","N775JB","JFK","14:20","15:19","139","133","59","15:34","15","53","0","0","0","0"
"B6","06/03/2022","1320","N375JB","JFK","20:06","20:20","142","134","14","20:32","12","0","0","0","0","0"
"B6","06/04/2022","0396","N977JE","BOS","11:07","11:10","158","148","3","11:29","19","0","0","0","0","0"
"B6","06/04/2022","0467","N821JB","FLL","06:00","00:00","111","0","0","00:00","0","0","0","0","0","0"
"B6","06/04/2022","0520","N621JB","JFK","10:44","10:56","135","117","12","11:09","13","0","0","0","0","0"
"B6","06/04/2022","0720","N793JB","JFK","07:00","07:07","137","116","7","07:17","10","0","0","0","0","0"
"B6","06/04/2022","0920","N599JB","JFK","14:20","15:11","139","130","51","15:34","23","17","0","0","0","25"
"B6","06/04/2022","1320","N307JB","JFK","20:06","20:28","142","133","22","20:42","14","0","0","0","0","0"
"B6","06/05/2022","0396","N3065J","BOS","11:07","11:05","158","154","-2","11:24","19","0","0","0","0","0"
"B6","06/05/2022","0520","N658JB","JFK","10:44","11:13","135","141","29","11:31","18","0","0","6","0","29"
"B6","06/05/2022","0720","N568JB","JFK","07:00","06:56","137","120","-4","07:11","15","0","0","0","0","0"
"B6","06/05/2022","0920","N529JB","JFK","14:20","14:35","139","119","15","14:50","15","0","0","0","0","0"
"B6","06/05/2022","1320","N339JB","JFK","20:06","20:04","142","137","-2","20:24","20","0","0","0","0","0"
"B6","06/06/2022","0396","N3008J","BOS","11:07","11:06","158","152","-1","11:27","21","0","0","0","0","0"
"B6","06/06/2022","0467","N537JT","FLL","06:00","06:18","111","113","18","06:36","18","18","0","2","0","0"
"B6","06/06/2022","0520","N648JB","JFK","10:44","11:54","135","138","70","12:12","18","70","0","3","0","0"
"B6","06/06/2022","0720","N645JB","JFK","07:00","07:09","137","126","9","07:25","16","0","0","0","0","0"
"B6","06/06/2022","0920","N547JB","JFK","14:20","14:21","139","127","1","14:44","23","0","0","0","0","0"
"B6","06/06/2022","1320","N178JB","JFK","20:06","20:31","142","123","25","20:43","12","0","0","0","0","0"
"B6","06/07/2022","0396","N3023J","BOS","11:07","10:58","158","149","-9","11:12","14","0","0","0","0","0"
"B6","06/07/2022","0520","N597JB","JFK","10:44","10:47","135","128","3","11:00","13","0","0","0","0","0"
"B6","06/07/2022","0720","N570JB","JFK","07:00","06:55","137","128","-5","07:09","14","0","0","0","0","0"
"B6","06/07/2022","0920","N641JB","JFK","14:20","14:15","139","137","-5","14:31","16","0","0","0","0","0"
"B6","06/07/2022","1320","N179JB","JFK","20:06","22:06","142","140","120","22:25","19","24","0","0","0","94"
"B6","06/08/2022","0396","N3104J","BOS","11:07","11:06","158","160","-1","11:22","16","0","0","0","0","0"
"B6","06/08/2022","0520","N593JB","JFK","10:44","11:07","135","135","23","11:24","17","20","0","0","0","3"
"B6","06/08/2022","0720","N571JB","JFK","07:00","07:20","137","129","20","07:37","17","0","0","0","0","0"
"B6","06/08/2022","0920","N603JB","JFK","14:20","14:15","139","132","-5","14:28","13","0","0","0","0","0"
"B6","06/08/2022","1320","N203JB","JFK","20:06","20:11","142","133","5","20:23","12","0","0","0","0","0"
"B6","06/09/2022","0520","N584JB","JFK","12:22","12:45","142","158","23","13:06","21","23","0","16","0","0"
"B6","06/09/2022","0896","N976JT","BOS","10:35","10:40","153","147","5","10:54","14","0","0","0","0","0"
"B6","06/09/2022","0920","N508JL","JFK","07:14","07:37","135","145","23","08:03","26","23","0","10","0","0"
"B6","06/09/2022","1320","N294JB","JFK","19:28","19:38","146","138","10","19:55","17","0","0","0","0","0"
"B6","06/10/2022","0520","N703JB","JFK","12:22","12:32","142","127","10","12:52","20","0","0","0","0","0"
"B6","06/10/2022","0896","N976JT","BOS","10:35","10:34","153","136","-1","10:47","13","0","0","0","0","0"
"B6","06/10/2022","0920","N638JB","JFK","07:14","07:10","135","127","-4","07:27","17","0","0","0","0","0"
"B6","06/10/2022","1320","N238JB","JFK","19:28","21:08","146","123","100","21:24","16","12","0","0","0","65"
"B6","06/11/2022","0520","N633JB","JFK","12:22","12:19","142","123","-3","12:32","13","0","0","0","0","0"
"B6","06/11/2022","0896","N505JB","BOS","10:35","13:26","153","169","171","13:37","11","17","0","16","0","154"
"B6","06/11/2022","0920","N775JB","JFK","06:15","06:09","137","121","-6","06:25","16","0","0","0","0","0"
"B6","06/11/2022","1320","N317JB","JFK","19:28","19:41","146","127","13","19:57","16","0","0","0","0","0"
"B6","06/12/2022","0520","N821JB","JFK","12:22","15:36","142","160","194","15:52","16","0","0","190","0","22"
"B6","06/12/2022","0896","N3023J","BOS","10:35","18:49","153","159","494","19:04","15","21","0","6","0","473"
